major_heading,major_heading_Thai,activity_code,met_value,activity_description,activity_description_Thai,target_group
Exercise,ออกกำลังกาย,90125,2.1,Resistance (weight) Training,การฝึกความต้านทาน (ยกน้ำหนัก),wheelchair_adult
Exercise,ออกกำลังกาย,90126,2.3,Circuit Training,การฝึกแบบเซอร์กิตเทรนนิ่ง,wheelchair_adult
Exercise,ออกกำลังกาย,90127,1.5,Resistance band,ยางยืดออกกำลังกาย,wheelchair_adult
Exercise,ออกกำลังกาย,90128,2,Wheelchair pushups,วิดพื้นบนรถเข็น,wheelchair_adult
Exercise,ออกกำลังกาย,90132,3.4,Skill Parcour,ทักษะการปีนป่าย,wheelchair_adult
Exercise,ออกกำลังกาย,90133,4.4,Heavy‐bag boxing,มวยกระสอบทราย,wheelchair_adult
Exercise,ออกกำลังกาย,90136,2.7,Wheeling 10‐18W,วีลลิ่ง 10-18W,wheelchair_adult
Exercise,ออกกำลังกาย,90137,3.3,Wheeling 20‐26W,วีลลิ่ง 20-26W,wheelchair_adult
Exercise,ออกกำลังกาย,90138,4.1,Wheeling ‐ 30‐35W,วีลลิ่ง ‐ 30‐35W,wheelchair_adult
Exercise,ออกกำลังกาย,90139,3.9,Wheeling ‐ 50W,วีลลิ่ง ‐ 50 วัตต์,wheelchair_adult
Exercise,ออกกำลังกาย,90145,2.8,Wheelchair dynamometer ‐ 3.2 km/h,เครื่องวัดแรงสำหรับรถเข็นคนพิการ - 3.2 กม./ชม.,wheelchair_adult
Exercise,ออกกำลังกาย,90146,3.6,Wheelchair dynamometer ‐ 4.8 km/h,เครื่องวัดแรงสำหรับรถเข็นคนพิการ - 4.8 กม./ชม.,wheelchair_adult
Exercise,ออกกำลังกาย,90147,3.1,Wheelchair ‐ slalom course,สนามสลาลอมสำหรับรถเข็น,wheelchair_adult
Exercise,ออกกำลังกาย,90148,1.8,Wheeling indoor course 2.57 km/h,สนามแข่งรถในร่ม Wheeling ความเร็ว 2.57 กม./ชม.,wheelchair_adult
Exercise,ออกกำลังกาย,90149,2.3,Wheeling indoor course 3.4‐3.9 km/h,สนามฝึกขับรถในร่ม ความเร็ว 3.4-3.9 กม./ชม.,wheelchair_adult
Exercise,ออกกำลังกาย,90150,2.2,Wheeling indoor course 4.5‐4.8 km/h,สนามฝึกขับรถในร่ม Wheeling ความเร็ว 4.5-4.8 กม./ชม.,wheelchair_adult
Exercise,ออกกำลังกาย,90151,2.9,Wheeling indoor course 5.0‐5.5 km/h,สนามฝึกขับรถในร่ม ความเร็ว 5.0-5.5 กม./ชม.,wheelchair_adult
Exercise,ออกกำลังกาย,90152,4.8,Wheeling indoor course 6.5 km/h,สนามแข่งรถในร่ม ความเร็ว 6.5 กม./ชม.,wheelchair_adult
Exercise,ออกกำลังกาย,90153,2.7,Wheeling outdoor track 1.5 km/h,ลู่วิ่งกลางแจ้ง ความเร็ว 1.5 กม./ชม.,wheelchair_adult
Exercise,ออกกำลังกาย,90154,1.9,Wheeling outdoor track 2.0 km/h,ลู่วิ่งกลางแจ้ง ความเร็ว 2.0 กม./ชม.,wheelchair_adult
Exercise,ออกกำลังกาย,90155,4,Wheeling outdoor track 3.4 km/h,ลู่วิ่งกลางแจ้ง ความเร็ว 3.4 กม./ชม.,wheelchair_adult
Exercise,ออกกำลังกาย,90156,3.8,Wheeling outdoor track 4.0‐4.3 km/h,ความเร็วในสนามกลางแจ้ง 4.0-4.3 กม./ชม.,wheelchair_adult
Exercise,ออกกำลังกาย,90157,4.3,Wheeling outdoor track 5.5 km/h,ลู่ล้อกลางแจ้ง ความเร็ว 5.5 กม./ชม.,wheelchair_adult
Exercise,ออกกำลังกาย,90158,4,Wheeling outdoor track 6.0 km/h,ความเร็วสูงสุดในการขับเคลื่อนบนลู่กลางแจ้ง 6.0 กม./ชม.,wheelchair_adult
Exercise,ออกกำลังกาย,90159,5.9,Wheeling outdoor track 8.0 km/h,การขับขี่บนลู่กลางแจ้งด้วยความเร็ว 8.0 กม./ชม.,wheelchair_adult
Exercise,ออกกำลังกาย,90160,7.9,Wheeling ‐ racing,การแข่งรถวีลลิ่ง,wheelchair_adult
Exercise,ออกกำลังกาย,90161,3.2,Wheeling ‐ Ergometer,เครื่องวัดกำลังกายแบบวีลลิ่ง,wheelchair_adult
Exercise,ออกกำลังกาย,90165,2.4,Treadmill Wheeling 2.2‐2.9 km/h,การเข็นรถเข็นบนลู่วิ่งไฟฟ้า ความเร็ว 2.2-2.9 กม./ชม.,wheelchair_adult
Exercise,ออกกำลังกาย,90166,2.8,Treadmill Wheeling ‐ 3.0‐3.9 km/h,การเข็นรถเข็นบนลู่วิ่งไฟฟ้า ‐ 3.0–3.9 กม./ชม.,wheelchair_adult
Exercise,ออกกำลังกาย,90167,3.4,Treadmill Wheeling ‐ 4.0‐4.9 km/h,การเข็นรถเข็นบนลู่วิ่งไฟฟ้า ‐ 4.0–4.9 กม./ชม.,wheelchair_adult
Exercise,ออกกำลังกาย,90168,3.4,Treadmill Wheeling ‐ 5.8 km/h,การเข็นรถเข็นบนลู่วิ่งไฟฟ้า - 5.8 กม./ชม.,wheelchair_adult
Exercise,ออกกำลังกาย,90169,3.5,Treadmill Wheeling ‐ 6.0 km/h,การเข็นรถเข็นบนลู่วิ่งไฟฟ้า - 6.0 กม./ชม.,wheelchair_adult
Exercise,ออกกำลังกาย,90170,4.2,Treadmill Wheeling ‐ 7.0‐7.9 km/h,การเข็นรถเข็นบนลู่วิ่งไฟฟ้า ‐ 7.0–7.9 กม./ชม.,wheelchair_adult
Exercise,ออกกำลังกาย,90171,3.8,"Treadmill Wheeling ‐ 2.2‐2.9 km/h , 4.7% grade",การเข็นรถเข็นบนลู่วิ่งไฟฟ้า - ความเร็ว 2.2-2.9 กม./ชม. ความลาดชัน 4.7%,wheelchair_adult
Exercise,ออกกำลังกาย,90172,4.4,"Treadmill Wheeling ‐ 3.6 km/h , 4.7% grade",การเข็นรถเข็นบนลู่วิ่งไฟฟ้า - ความเร็ว 3.6 กม./ชม. ความชัน 4.7%,wheelchair_adult
Exercise,ออกกำลังกาย,90173,4.2,"Treadmill Wheeling ‐ 2.2‐2.9 km/h , 6.3% grade",การเข็นรถเข็นบนลู่วิ่งไฟฟ้า - ความเร็ว 2.2-2.9 กม./ชม. ความชัน 6.3%,wheelchair_adult
Exercise,ออกกำลังกาย,90174,5.2,"Treadmill Wheeling ‐ 3.6 km/h , 6.3% grade",การเข็นรถเข็นบนลู่วิ่งไฟฟ้า - ความเร็ว 3.6 กม./ชม. ความชัน 6.3%,wheelchair_adult
